CabName,UnitType,ID,Lat,Lon,Route,Milepost,direction,UnitName,isHOV,isMetered,isDuplicate,isReversible,isAuxillary,isCollector
005es00210,"trap      ",14910,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS__T1,0,0,0,0,0,0
005es00210,"trap      ",14866,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS__T2,0,0,0,0,0,0
005es00210,"trap      ",15001,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS__T3,0,0,0,0,0,0
005es00210,"other     ",14105,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS_O_2,0,0,0,0,0,0
005es00210,"speed     ",13949,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS_OS2,0,0,0,0,0,0
005es00210,"trap      ",15419,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS_OT2,0,0,0,0,0,0
005es00210,"station   ",14855,45.646232190,-122.661660700,005,2.10000,S,005es00210:_MS_Stn,0,0,0,0,0,0
005es00255,"main      ",13923,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN___1,0,0,0,0,0,0
005es00255,"main      ",13994,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN___2,0,0,0,0,0,0
005es00255,"main      ",14191,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN___3,0,0,0,0,0,0
005es00255,"main      ",13920,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN___4,0,0,0,0,0,0
005es00255,"trap      ",15365,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN__T1,0,0,0,0,0,0
005es00255,"trap      ",14970,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN__T2,0,0,0,0,0,0
005es00255,"trap      ",15009,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN__T3,0,0,0,0,0,0
005es00255,"trap      ",15276,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN__T4,0,0,0,0,0,0
005es00255,"other     ",14195,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN_O_1,0,0,0,0,0,0
005es00255,"trap      ",14937,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN_OT1,0,0,0,0,0,0
005es00255,"station   ",14791,47.638877930,-122.322909200,005,2.55000,N,005es00255:_MN_Stn,0,0,0,0,0,0
005es00255,"main      ",14373,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS___1,0,0,0,0,0,0
005es00255,"main      ",14492,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS___2,0,0,0,0,0,0
005es00255,"main      ",13987,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS___3,0,0,0,0,0,0
005es00255,"main      ",13979,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS___4,0,0,0,0,0,0
005es00255,"trap      ",14897,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS__T1,0,0,0,0,0,0
005es00255,"trap      ",15097,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS__T2,0,0,0,0,0,0
005es00255,"trap      ",14939,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS__T3,0,0,0,0,0,0
005es00255,"trap      ",15031,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS__T4,0,0,0,0,0,0
005es00255,"station   ",14738,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS_Stn,0,0,0,0,0,0
005es00255,"other     ",13985,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS_X_1,0,0,0,0,0,0
005es00255,"trap      ",15182,47.638877930,-122.322909200,005,2.55000,S,005es00255:_MS_XT1,0,0,0,0,0,0
005es00310,"main      ",14233,45.660450830,-122.665780200,005,3.10000,N,005es00310:_MN___1,0,0,0,0,0,0
005es00310,"main      ",14130,45.660450830,-122.665780200,005,3.10000,N,005es00310:_MN___2,0,0,0,0,0,0
005es00310,"main      ",14422,45.660450830,-122.665780200,005,3.10000,N,005es00310:_MN___3,0,0,0,0,0,0
005es00310,"station   ",14839,45.660450830,-122.665780200,005,3.10000,N,005es00310:_MN_Stn,0,0,0,0,0,0
005es00310,"main      ",14331,45.660450830,-122.665780200,005,3.10000,S,005es00310:_MS___1,0,0,0,0,0,0
005es00310,"main      ",14261,45.660450830,-122.665780200,005,3.10000,S,005es00310:_MS___2,0,0,0,0,0,0
005es00310,"main      ",14310,45.660450830,-122.665780200,005,3.10000,S,005es00310:_MS___3,0,0,0,0,0,0
005es00310,"station   ",14767,45.660450830,-122.665780200,005,3.10000,S,005es00310:_MS_Stn,0,0,0,0,0,0
005es00378,"main      ",14294,47.656906530,-122.322439000,005,3.78000,N,005es00378:_MN___1,0,0,0,0,0,0
005es00378,"main      ",14153,47.656906530,-122.322439000,005,3.78000,N,005es00378:_MN___2,0,0,0,0,0,0
005es00378,"main      ",14149,47.656906530,-122.322439000,005,3.78000,N,005es00378:_MN___3,0,0,0,0,0,0
005es00378,"main      ",14491,47.656906530,-122.322439000,005,3.78000,N,005es00378:_MN___4,0,0,0,0,0,0
005es00378,"trap      ",15449,47.656906530,-122.322439000,005,3.78000,N,005es00378:_MN__T1,0,0,0,0,0,0
005es00378,"trap      ",15224,47.656906530,-122.322439000,005,3.78000,N,005es00378:_MN__T2,0,0,0,0,0,0
